,id,text,label
0,1513532047729610754,@AltCryptoGems 😂😂  Also check out #Btc Analysis on my page %💯 successful prediction,?
1,1512108810839547907,"BaronVon found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/1EDCD1ktpJ #cryptocurrency #70043 https://t.co/UoDqBU9tpB",?
2,1511784651001499653,@MartiniGuyYT I think bitcoins are unstable now. #BTC,?
3,1513623381970673667,My story with #Bitcoin https://t.co/A0oxUtnt0T,?
4,1510642867953352714,@beautyofhelin How come you’re so sure about #Bitcoin,?
5,1511241686005035010,"Introducing Market Wrap, and a New Look for CoinDesk’s Newsletters
#NFTs #Crypto #Blockchain",?
6,1511241584544788481,"Let’s fly, let’s fly, let’s fly to 🇦🇪 @Para_Holdings #Crypto #Diamond #cryptotrading",?
7,1510650346984648707,NEW 💥 Oklahoma is LATEST STATE to introduce bill to encourage the EXPANSION of #Bitcoin mining 💥,?
8,1510318490149953541,"🚀🚀🚀 $2,108,601 BTCUSDT LONGED @$45,771.50 on #Binance (18:09:22 UTC) #BTC #cryptocurrency",?
9,1511242528900583428,"@cryptocarti @XRushio #Kiba is the strongest. @KibaInuWorld
 #MEME #CRYPTO",?
10,1511229636797157376,"Fun facts about the average millionaire… 💸

•Invests 60% of their income 📈

•Has an average of 7 streams of income ⚖️

•Read 2+ books per month (85%) 📚

•Will never be able to buy 1 whole #Bitcoin",?
11,1513607860130824197,"Explain to me why you should be saving in #crypto and #bitcoin with RoundlyX in one image.

We’ll start. https://t.co/3IahmkfBLG",?
12,1513524300254531585,#Bitcoin ⚡️ network and Jack Mallers did this https://t.co/0O8Mv4UPVt,?
13,1513696074237718530,"#BTC retracement support ~38,166. That been said, hourly bear volume is decreasing at this time and RSI ~26 may be leveling out. i like to believe/hope a recovery is nearing.",?
14,1509492461198004229,"@rovercrc I’m more bullish, when others seem to be bearish on #Bitcoin. 
People are scared of adopting #Bitcoin standard.

Thanks @Fentinq for always keeping us updated when it comes to #Crypto, following your tweets, tips and prediction I have really exposed me to the crypto space.",?
15,1513607558732423171,"@GoingParabolic This is good 👍🏻 

#Bitcoin @saylor",?
16,1513523489432608768,"@CryptoWhale @CoinDesk Lol, Crypto and #BTC is such a joke. Was only a matter of time before the little piggies got slaughtered. Back to 10K then to worthless when the truth comes out. Sad that such a young gen is getting so easily manipulated by con artists. Live and learn laser kiddies.",?
17,1511392466687037445,"German Authorities Shut Down Russian Darknet Market, Seize $25M in Bitcoin‼️‼️

#bitcoin #BitcoinButton #Russia",?
18,1513523205348204551,Man. I’m down $830k in my crypto account overnight #BTC dump crushed me on #Solana and 3 other holdings.,?
19,1510650740712394772,Find all of your favorite gift cards on Coinsbee and pay them through the most popular #cryptocurrenceies including #bitcoin…,?
20,1509492569474052098,"We are gradually getting up back.

#cryptocurrency",?
21,1510648668508016645,@DrJamesBRodgers That is awesome! I grew up in your district and good luck on your run. I am still shocked that the pacs are supporting a candidate with zero position on #Bitcoin whereas you are SOLID on it. Any idea why?,?
22,1513654891176030213,"FIO463 found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/HdiTEAcREt #cryptocurrency #112029 https://t.co/KfIGHVDaRj",?
23,1511291338389557254,@JohalMiles #BTC is on fire🔥🔥🔥 Bears gonna be #REKT 🤣🤣🤣🤣 do NOT sell your bitcoins satoshis 💎💎💎🔥🔥🔥🚀🚀🚀💕💕💕,?
24,1513599390090473476,"Our target is 1 billion market value by the end of the year. %100 Safe Community Token %59 Burn Listed exchanges ; Bitget, Hotbit, MEXC, Latoken, Cointiger, ZT, Indoex Swap ; Pitswap, Pancakeswap, 1nchNetworkSwap 467+K Holders @BscPitbull #Bitcoin #btc   PitChart #PitbullCrew",?
25,1512101077692387334,"❣️Meltem on Memes, Identity, and Vibes https://t.co/sNcQSpGUme via @YouTube @Melt_Dem @BanklessHQ #Memes #vibin #Bitcoin #Ethereum #Meltem https://t.co/gWC17yW4D3",?
26,1512080940952031232,ALL #Bitcoin #Mining #STOCKS finish in the #GREEN TODAY,?
27,1510643602778730502,@SoccerFan_io good #Clockx24 #LUNA #AVAX @Jrpix10 @Ed79660143Ahm,?
28,1513523205348204551,Man. I’m down $830k in my crypto account overnight #BTC dump crushed me on #Solana and 3 other holdings.,?
29,1513615421483671552,#btc #bitcoin looks like its ready for a relief bounce off of the trend line. https://t.co/HDbdiwu3an,?
30,1510645046835662849,@CristinaHype Bitter #btc crew reporting him 100%,?
31,1513638037078618123,"If you invested your $1,400.00 stimulus check on 03/16/21 when #bitcoin was $55,805.70 your investment is now worth $989.04. Your investment is down 📉 -$410.96 $BTC current price is: $39,424.20
https://t.co/CrpRGJF2HC",?
32,1512104032743141377,Apparently Giving away #free #s9cable @ #btc #btcmiami2022 #BTC2022 by the Wintermute booth https://t.co/QuqGgJ5E4Z,?
33,1513623788935598094,Damn 😮 #Btc #ViralVideo https://t.co/RGQiwHCwOV,?
34,1510630713900650498,"#EvoxCapital @EvoxCapital
Evox Floor Price Changed To 2.75 AVAX 
#evox #avax",?
35,1511795937907077123,Will be interesting to see if anyone at the #Bitcoin conference has any news to present.,?
36,1511089143727591426,@SmartCryptoNew1 Yass! #BTC's assets dominance is back on track. Hope it will remain high for the next update.,?
37,1512101548960137223,🔥 RUNE PERP❓ Check the post https://t.co/29oOML4PIx #bitcoin @tradingview #crypto $btc #btc https://t.co/aWhUg8bXMJ,?
38,1511803439638106126,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 37 gwei
Avg: 38 gwei
High: 38 gwei

Opensea: Sale
Low: $24.08
Avg: $24.73
High: $24.73

Uniswap V3: Swap
Low: $21.96
Avg: $22.55
High: $22.55

USDT: Transfer
Low: $6.44
Avg: $6.62
High: $6.62",?
39,1510630393443201038,"📣 Curated Coin Metrics every 15mins 📣

#ADA  |  1.175 USD  |  -0.3% 

Mrkt Dominance:  1.85% 

Txn Vol:  50.180B

Active Addresses:  103.0K

TVL:  248.8M",?
40,1511242757003956228,"🔥 New Algo detection: GLCH/USDT 🔥

🕛 04-05-2022 07:22:05
🚀 $GLCH
📈 Current Price: 0.3987 $USDT
⏩ Exchange: #Kucoin

No Investment Advice.
Follow us on Twitter.
#Crypto #Algo #GLCH",?
41,1510275502384173068,"Saw somewhere on the Internet #Bitcoin is gonna crash hard (some chart stuff) 👀

*not April fools and surely not financial advice folks 🙉",?
42,1511242043066044416,@greybtc Invest your #BTC.   Trade your #BTC.    There are no regrets.  Did you build a $CULT?,?
43,1510637557754777600,A Bullish Cup and Handle pattern has formed on @cappasity 1 month chart! Breakout imminent! $Capp #CupandHandle #Metaverse #Ecommerce #crypto,?
44,1513623487000231939,"Cincymane513 found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/oDWr9RPthG #cryptocurrency #96394 https://t.co/c4KmC228eK",?
45,1510648031363829762,"@HenryJHodges1 @kucoincom @Chain so far we can see that $XCN just started their journey in #crypto world, expect more from them as #kucoin always list potential tokens",?
46,1513522774282682370,"#BTC is going down, i told you. https://t.co/jVtn1kSORz",?
47,1511793075915567124,@jungleincxrp If he can't say #xrp then you know...,?
48,1511784023403929600,"@AussieHodl For all have sinned, and come short of the glory of #Bitcoin",?
49,1510653344343552002,"...and the List goes on. Sri Lanka is another example of how holding Fiat can make you poor. 
Exchange Fiat for Bitcoin and be stable. 

#Bitcoin #SriLankaCrisis #SriLankaEconomicCrisis",?
