,id,text,label
0,1508035253494947842,"Current #Timerr Price is = $0.04695 USD 
#TimerrTo1Dollar $Timerr #Crypto #Freelance #Marketplace",?
1,1512109345223241733,"Since the March, 2020, COVID-19 price crash, the combination of increased long-term demand for #BTC and professional grade #custodial options has led to diminished BTC reserves on all exchanges. #VBTCReport #Bitcoin2022 https://t.co/TGUuzzX4py",?
2,1510646743796490252,"@pinkecosystem was chosen bc BUYERS ARE COMPLETELY PROTECTED. If our soft cap is not met after the presale ends click the withdraw contributions tab and get your money back. #Invest with confidence. Buy 1 #bnb of $ROPO, and 10x your money or get refunded. ITS RISK Free #crypto",?
3,1513671941806338048,"04/12 00:14 #BTC is $200 DOWN📉 since the last alert.

Current #Bitcoin price: $39,400",?
4,1510285974332489740,"The current price of #eth is $3,453.89, a decrease of -1.0%, a 24 hr volume of $22.43B, and a market cap of $415.82B",?
5,1510644431669522439,"@Vikingobitcoin2 I see #Bitcoin   as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking

Everyone should Follow @4hol_tz she knows her stuff when it comes to BTC and other Cryptos, her tweet have been really helpful over the years",?
6,1513607040194732037,#PitbullToken #Btc is down even though $PIT is very solid and keeps its price very solid.💎💪🏼,?
7,1510646274672021508,"@NewsAsset No change necessary, you are 100% correct
#Bitcoin    is an infaliable public ledger that ANYONE can trace &amp; follow
Those in congress that argue otherwise have ulterior motives &amp; say crypto (public ledger) is used for illegal activities to serve their own $$$ interests/agendas",?
8,1513630791309225985,The correlation between #BTC and the Nasdaq 100 looks the same - the index reached an all-time high of 0.6945 points last Friday. https://t.co/GoVv9PNQS6,?
9,1510640933049667589,@xeroxUSD @ablahid @ASvanevik Is a DApp on Cardano….,?
10,1510276870788444168,"I can understand those who flip short-term bearish, but being long-term bearish on #bitcoin and #crypto... is just insane at this point!",?
11,1510653840336564224,"Pairs:AVAXUSDT 
 BUY:98.14000 
 Time :4/3/2022 7:20:22 PM
 Average Decision: 51.58112FifteenMinutes 
 Estimated Direction: UP
 #BTC #TRIBEBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 7:21:18 PM",?
12,1510634921106231296,"UP  
 - ETH/USDT
 Price:3518.09000 
 Bollinger Bands ALERTS FifteenMinutes 
 Bollinger Bands Calculation: 112.16195
 #BTC #ARBUSD #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 6:06:11 PM",?
13,1510637749203873798,"#If is the most common word here on Twitter✍️
#Bitcoin #Cryoto #CryptocurrencyNews #NFTs",?
14,1513685509830238208,I do not want #BTC to break down 38k if it is then we in trouble folks. It’s gone be a hella Ride💎💎🤲🏾🙌🏾🙌🏾,?
15,1506528947818930178,@SportrexHQ This few months we have seen #BTC #btc  at a bearish trend .,?
16,1513648090779197440,"Big $Lft buys coming in. This will fly to the moon when #bitcoin bottoms 🚀 🚀 

#BTC
#100xgem https://t.co/ypfDJWffSg",?
17,1512111471186092032,"So, should we look more into #Madeira to build our #bitcoin hostel? 👀 https://t.co/TsNQ1ZyW5q",?
18,1510296313614712835,"We'll be millionaires, there's no doubt about that .
#SHIRYOARMY  #SHIRYO #ETH",?
19,1511242073957179392,"Got 0.00000000000000 percent of #Bitcoin till now.
#bitcoinplease",?
20,1510642143706107914,"Wow @TsukiNFT volume is exploding right now , is it time to hop on the train 🚀🚀🚀 #NFTs #Etherum #Eth",?
21,1513694629937676290,"@TheMoonCarl #BTC is oversold on a daily basis and is due for a massive pump.
Perhaps everyone is terrified and bearish right now, but I am quite bullish.
When the market is this oversold on a daily basis, you never sell.

$CVR allows pay your Insurance premium for FREE.",?
22,1511803256363696133,"@CashApp 0x7BF539d87F1f0C1A7Ae6Baf67799C9cfb3bFF37d

#ETH ⬆️⬆️☑️☑️✅✅🙏🙏❤️❤️

bc1q3mp9adaut9uxtwnwshwljweg9snfghufqm236z

#BTC ⬆️⬆️☑️☑️✅✅🙏🙏❤️❤️",?
23,1513528419887288323,"@PWebborn I believe we are working on the final Y wave down for #btc which itself should be made up of three waves A, B &amp; C. Right now we are in the A wave and this may be the first wave within either a three or five wave move making up the larger A wave.",?
24,1513524733786025991,"Thinking about your holdings all the time won’t make them go up or down.

Do all the thinking before you buy.

In 5 years, you’ll laugh that you were worrying about every $1K increase or decrease in #Bitcoin 

Or whether you bought $TSLA at $800 or $1200.",?
25,1510638694662692871,"in some form, #Crypto will be some future form of payment #Wyoming politician.  The objective is to avoid corruption",?
