,id,text,label
0,1509492207019085831,@MMCrypto good morning mate #BTC 🚀,?
1,1510646490989010953,"@MetaBuzz_social $Kiba leading the bull market. they have some very useful utilities coming soon
#CRYPTO #KIBATAKEOVER #MEMECOIN",?
2,1512103947615494144,A recent report shows that #Bitcoin miners in Norway only use renewable energy and have the smallest carbon footprint in the industry thanks to the country’s progressive energy policies. #crypto https://t.co/thTfe29vJm,?
3,1510636212414996486,"@saylor please adopt me 🙏
#bitcoin",?
4,1511290058585825282,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 46 gwei
Avg: 47 gwei
High: 48 gwei

Opensea: Sale
Low: $32.71
Avg: $33.42
High: $34.14

Uniswap V3: Swap
Low: $29.83
Avg: $30.48
High: $31.13

USDT: Transfer
Low: $8.75
Avg: $8.94
High: $9.13",?
5,1510630712772378625,@Cryptonic2071 @crypto___space @BabyCatcoinBSC $BABYCAT will surely invade the galaxy 🚀🚀 invest in now!! #babycatcoinbsc #BNB #BSC,?
6,1511402302376009728,@ChahalV_ If you go out dinner with me condition would be dont talk anything except #Bitcoin 😅,?
7,1511803642344583168,@CashApp $rareform30 #bitcoin,?
8,1510646028185264135,"#Bitcoin Consolidation Continues, #Solana Soars 10% to a 2-Month High (Market Watch)$BTC  $ETHhttps://t.co/slleaHwnfF#Bi…",?
9,1510317808248401920,@___habijan___ @BabyCatcoinBSC Invade the Mars #babycatcoinbsc #BTC #Babycatcoin #BNB #BSC,?
10,1512099252335484928,"Road to Web3. Stay tuned and informed 🔎 (1/3) #gorgeouscow 
#Web3 #blockchain #btc #Ethereum 
@TheCryptoStudio https://t.co/z3ISyrQ84D",?
11,1510648477906255875,"@PeterDiamandis First they ignore you, then they laugh at you, then they fight you, then you win...#Bitcoin",?
12,1510640838778445834,@beautyofhelin Ripe oranges are stone too. #BTC attacks is nothing.,?
13,1512080476038598663,@rutradebtc HODL #BITCOIN and $LUXY which is looking green in the portfolio,?
14,1511786039614095366,#BTC is now at $43662.64,?
15,1510318251389210632,"All of CT is bullish. I find it funny when the bulls say most are bearish, fuck no🤣

Max Pain here soon imo #Bitcoin 

Clock is ticking",?
16,1510632855831035904,🟢 #BTC Liquidated Short: $235K at $46538.00,?
17,1510646743796490252,"@pinkecosystem was chosen bc BUYERS ARE COMPLETELY PROTECTED. If our soft cap is not met after the presale ends click the withdraw contributions tab and get your money back. #Invest with confidence. Buy 1 #bnb of $ROPO, and 10x your money or get refunded. ITS RISK Free #crypto",?
18,1506220487030247426,@OfficialTravlad @POODLETOKEN Great #NOTIGANG keen to for #Crypto🚀🌜✌️😊😊💐,?
19,1512100765522923523,"Stay focused 💰 
#trade #Bitcoin #Finance #profits https://t.co/GTvbwn7dEt",?
20,1512098778584600581,RT @aviator_chain: The long awaited launch of AviatorChain is upon us. A decentralized token that’ll bring so much progress to the Aviation…,?
21,1512110739514818561,"@RookieInu My entry memes 😊
 $ROOKIE #PLUGIN #ETH #CONTEST #MEMECONTEST https://t.co/Cn0HrvhLmd",?
22,1510648881884844046,"The latest #bitcoin block 730263 with 2387 transactions was just mined by ViaBTC
Total Fees:0.09164199
Block Subsidy:6.25
#Bitcoin #BTC #blockchain #analysis",?
