,id,text,label
0,1510644306280857610,"#Binance Futures Report!

🔵 15m: $GMT, $GALA, $CELR, $MKR
🔵 1H: $ALPHA, $BNB, $TRX, $CVC
🔵 4H: $APE, $DGB, $BTS, $COMP
🔴 1D: $ONE, $BTC, $ALGO, $SKL

 #Crypto #AltCoins #BTC  70054870",?
1,1513607558338166790,Why go to the moon when you can go to Mars? /w BitBoy Crypto #crypto #bitcoin #ethereum https://t.co/bApCENrLeI,?
2,1513663944824659972,"How do you guys feel about #Bitcoin

#cryptocurrency #Crypto $BTC",?
3,1513648200804093966,"Bitcoin, ethereum, Ripple XRP, Solana and Cardano prices plunge in $250 billion crypto crash #crypto #cryptocurrency #cardano #ada #cryptonews https://t.co/CCGYWvumH3",?
4,1513692041166819328,"Potential double bottom pattern forming on the $DYX monthly chart, if this pattern plays out, it would be a very bearish indication towards $BTC price action.

#BTC #DYX #Bitcoin https://t.co/nESzRagFiX",?
5,1513670776636985360,#Bitcoin: BTCUSD ( $BTCUSD) DOWN 5.4047%! Last at 39897.0781 #Crypto #MasterMetals https://t.co/FIV3OD1F49 https://t.co/R5j0I79tNk,?
6,1513668820321329154,#Bitcoin: BTCUSD ( $BTCUSD) DOWN 5.4047%! Last at 39897.0781 #Crypto #MasterMetals https://t.co/ICwH9fixLc https://t.co/2QdEkRiPx1,?
7,1511798715870294017,"Only a complete understanding of the Crypto market will save your ass from big losses!
#Bitcoin 
#Ethereum 
#Cardano",?
8,1512109410528727043,"#BTCUSD - New Technical Analysis 

Chart on TradingView https://t.co/ecR28JQAUJ $BTC $ETH #Bitcoin #CryptoCurrency #Trading #TechnicalAnalysis https://t.co/MOMBgI03hH",?
9,1513615175508643841,"#STG - short alert 💩🥶

Exchange     : FTX
Market         : $STG - $USD
Volume        : $110,101
Price            : $1.7201

$BTC #BTC $ETH #ETH https://t.co/Z9V2rILjbs",?
10,1513696593345761282,"The $ETH price is at $2,969.11 right now.
🔴 Compared to the last tweet, the price has dropped by $10.17 (0.34%).
🔴 In the last 24 hours the price has dropped by $219.26 (6.88%).

#Ethereum #ETH https://t.co/0akTbEPmG6",?
11,1513632305377468421,"Full thanks to @Tradecrypto11 as they have analysed this #Bitcoin crash so my funds doesn't affected and I have not faced any type of losses 
They are absolutely amazing in tips,advices and everything😌 #BTC #Crypto #MATIC  #XRP🤣",?
12,1513647870305525762,Let’s do a 0% tax day on $GTFO to alleviate some of this pain. Yes/no? 👏 #GetTheFraudOut #crypto #btc #altcoin #DeFi @RaoulGMI @BarrySilbert https://t.co/zJvG68q5nm,?
