,id,text,label
0,1513639819078868992,DO WE NEED MORE? #xrp https://t.co/bkctd23RlO,?
1,1510318458344550404,@jack You can make up for your sins by continuing to champion ₿ Bitcoin in all areas. #Bitcoin,?
2,1511797557151813642,50k is coming 😘 #BTC,?
3,1511086207798706179,JUST IN: 🇳🇴 Norway is producing 1% of the global #Bitcoin mining power using renewable energy.,?
4,1510334132865306626,"Y r #crypto people so…rude? Crass? Negative? Subtractive? Damn, if we helped each other the way these ppl bash, we’d all come out of this cycle winners.",?
5,1510653200600346630,"Dead Wallet's
Balance
59,492,533,212,872,900.077225136 PIT

Value
$113,035,813.10 ( ~252,199.4938 BNB) [59.4925%]
burnt from initial supply. @BscPitbull #BNB",?
6,1510645018607984649,"Do you know that the fully dilluted market cap of $DOBE is only 1.49 mil...it could sky rocket...

#cryptocurrecy #cryptotrading #CryptoNews #SHIBARMY #RyoshisVision",?
7,1513674285868593159,"#ETH #Binance #PUMP

📈Alert Currency PUMP💸💸💸
Crypto Coin symbol: $ETH #ETH

  👇👇 learn &amp; join me

🔸  https://t.co/S1kEg6W7zj

 94444155 https://t.co/0yJNqh0vUB",?
8,1513590064881803268,"#BTC flash crash incoming. We are at the bottom of a smaller range that we’ve been in for a few weeks now. This range is WITHIN a larger range, and we are also at the bottom of that too. This could be a great time to enter (if you think it going up) or to sell. https://t.co/zvBRGZbFIM",?
9,1511801139913641985,"Change your mindset.

EVERY SINGLE SAT MATTERS!!

If you are able to buy $1 of #Bitcoin today for your future; that is HUGE!!!!

#BTC #Bitcoin2022 #Bitcoin  #SatoshiNakamoto",?
10,1510652256940568577,"Glad to have the chance to see the Wild West in person, and be a part of this revolution. Welcome to the #crypto world.",?
11,1510650855086866436,"Bitcoin BTC Current Price:
$46,401.13

1h: -0.49%
24h: +0.17%
7d: +3.47%

30d: +14.05%
60d: +24%
90d: -0.77%

#btc $BTC #bitcoin",?
12,1510318474358308867,"🚀🚀🚀 $2,522,921 BTCUSDT LONGED @$45,871.30 on #Binance (18:09:19 UTC) #BTC #cryptocurrency",?
13,1512098928493219845,"RT @DocumentingBTC: ""We must integrate #bitcoin into every aspect and fabric of society"", says Miami Mayor @FrancisSuarez at #Bitcoin2022 h…",?
14,1513607542655442944,"@PeterSchiff Bro if your gold crap ever doubles in price from here, #Bitcoin will most definitely be carrying a 6-7 figure price tag in American Dollors. Stfu!",?
15,1513671491673821184,"#bitcoin $btc

Simple. Basic. Spot on 😉

Notice the wicks on the previous breaks of this trend-line support. Expect volatility. High leverage is a NO NO unless you are trained at scalping. Shorts are coming in hot. Like i said yesterday, a short squeeze an occur. Trade safe. 💚 https://t.co/w1FhQBSehe https://t.co/hxyE8GYoNU",?
16,1513662166846615553,"If you don’t take your #bitcoin off exchanges, and you wonder why the price keeps going down -

You are part of the problem",?
17,1510642457607905289,"@ZooEcosystem nice presentation . congrat $zoo , #Avax is the right partner. 👋",?
18,1511240232598966279,"#Bitcoin $BTC 

Bull / Bear Strength: Neutral

Bitcoin Sentiment
Current: Boring
#BTC #Crypto",?
